"tac";"handset_brand";"handset_model";"reporting_body";"approved_in";"gsm450";"gsm850";"gsm900";"gsm1800";"gsm1900";"gsmr";"gsm3";"foma";"iden800";"cdma800";"cdma1800";"cdma1900";"tdma";"satellite";
"'35244100";"Ezze Mobile";"Ezio E53FD";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35244200";"Ezze Mobile";"Ezio E56RC";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35244201";"Dopod";"C800";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35244202";"Samsung";"SGH-U900 Soul";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";
"'35244300";"Sagem";"MyS-7";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35244400";"Sewon";"SG-2900";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35244500";"Sewon";"SG-2950";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35244701";"Samsung";"SGH-E908";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35244800";"Sagem";"MO190";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35244900";"Sagem";"MO170";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35245000";"Sagem";"MO110d";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35245100";"Motorola";"CC3-41B11";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35245200";"Motorola";"E365";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35245300";"Arima";"2850";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35245400";"BenQ";"Sunny Unitach U68";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35245500";"TransAsia";"S6681";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35245900";"Triorail";"TR:2";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35246000";"Triorail";"TR:2S";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35246100";"Keller";"GSM-1";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35246200";"NEC";"n331i / n700 / Cheetah";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35246300";"NEC";"n331i / n700 / Cheetah";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35246400";"Siemens";"C62";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35246500";"Nokia";"5140i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35246600";"Kejian";"K388";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35246900";"Samsung";"SGH-D100a";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247000";"Samsung";"SGH-D100a";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247100";"Samsung";"SGH-A800";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247200";"Samsung";"SGH-A800";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247300";"Samsung";"SGH-C100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247400";"Samsung";"SGH-C100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247500";"Kejian";"K618";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247600";"Kejian";"K618";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247700";"Samsung";"SGH-S300";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247701";"BenQ-Siemens";"EF61";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247702";"Motorola";"W230";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247800";"Samsung";"SGH-S300";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247802";"Motorola";"W270";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35247900";"Samsung";"SGH-V200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35248000";"Samsung";"SGH-V200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35248100";"Samsung";"SGH-X450";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35248200";"Samsung";"SGH-X450";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35248300";"Samsung";"SGH-X710";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35248400";"NEC";"n700 / Cheetah";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35248502";"Motorola";"W270";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35248600";"Bird";"S1820";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35248700";"Motorola";"AC2-41B11";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35248800";"Telsda";"Gionee 506";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35248900";"Siemens";"SL55";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35249000";"Motorola";"V300 / V500 / V525";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35249100";"ChinaLink";"Raks 3525 / SITEL GM824";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35249200";"BenQ";"S660";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35249300";"Sendo";"SND300 / S300";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35249400";"Motorola";"V300 / V500 / V525";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35249500";"Motorola";"T720 / T720i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35249802";"Motorola";"W230";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35249900";"Sagem";"MO110d";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250000";"Samsung";"SGH-X718";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250100";"Nokia";"3310";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250101";"Motorola";"K1 KRZR";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250200";"Nokia";"3310";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250201";"Motorola";"W220";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250300";"Nokia";"1100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250301";"Motorola";"V3i RAZR";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250302";"Hualu";"C3800";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250400";"Nokia";"6610";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250401";"Motorola";"L7 SLVR";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250402";"Hualu";"C3800";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250500";"Nokia";"6820";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250501";"Motorola";"V3x RAZR";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";
"'35250600";"Nokia";"6820";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250601";"Motorola";"V3 RAZR Magenta";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250700";"Nokia";"6820";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250701";"Motorola";"V3 RAZR";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250800";"Nokia";"3310";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250900";"Nokia";"3100b";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35250901";"Motorola";"V3 RAZR";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251000";"Nokia";"3310";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251001";"Motorola";"V3 RAZR";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251100";"Nokia";"2100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251101";"Motorola";"V360";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251200";"Nokia";"2100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251201";"Motorola";"L6 SLVR";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251300";"Nokia";"3410";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251301";"Motorola";"V3x RAZR";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251400";"Nokia";"3410";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251600";"Nokia";"8310 / 6500";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251700";"Nokia";"3200 / 3410";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251701";"Motorola";"V6 MAXX";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";
"'35251800";"Nokia";"3200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251900";"Nokia";"3200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35251901";"Motorola";"C122";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252000";"Nokia";"3200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252001";"Motorola";"V3 Black";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";
"'35252100";"Nokia";"3200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252101";"Motorola";"A1200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252200";"Nokia";"7210";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252201";"Motorola";"V360";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252300";"Nokia";"6100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252301";"Motorola";"C118";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252400";"Nokia";"1100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252401";"Motorola";"A1200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252501";"Motorola";"V3 RAZR";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252600";"Nokia";"3100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252700";"Nokia";"3100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252800";"Nokia";"3100b";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35252900";"Nokia";"6600";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35253000";"Nokia";"1100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35253100";"Nokia";"1100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35253200";"Nokia";"3510i / 3530";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35253300";"Nokia";"3510i / 3530";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35253400";"Nokia";"2100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35253500";"Nokia";"2100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35253600";"Nokia";"2100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35253700";"Nokia";"2100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35253800";"Nokia";"3108";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35253900";"Nokia";"3315";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35254000";"Nokia";"12";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35254100";"Nokia";"2300";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35254200";"Nokia";"2300";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35254300";"Nokia";"2300";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35254301";"Samsung";"SGH-X450";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35254400";"Nokia";"2300";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35254500";"Nokia";"7250i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35254600";"Nokia";"1100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35254700";"Nokia";"3310 / 6820";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35254800";"Nokia";"3310";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35254900";"Nokia";"6100";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35255000";"Nokia";"3108";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35255100";"Samsung";"SGH-X718";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35255101";"Samsung";"SGH-F300";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35255200";"Samsung";"SGH-E708";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35255300";"Samsung";"SGH-E708";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35255501";"HTC";"Advantage X7500";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";
"'35255700";"Motorola";"V872";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35255701";"SonyEricsson";"K750i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35255800";"Motorola";"V690";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35255801";"SonyEricsson";"K750i / K750c";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256000";"TCL Mobile";"Q510";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256002";"Sony Ericsson";"W580i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256100";"CECT";"T520";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256101";"Samsung";"SGH-T509s";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256200";"Eastcom";"EM-G8200";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256201";"i-Mobile";"310";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256202";"Samsung";"SGH-E250";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256300";"Eastcom";"EM-G8000";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256301";"Samsung";"SGH-T509";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256400";"Hon Hai";"Lexus 771 f";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256600";"Ezze Mobile";"Ezio E52FD";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256601";"O2";"Jet";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256700";"Ezze Mobile";"Ezio E55FC";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256800";"Samsung";"SGH-D410";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35256900";"Samsung";"SGH-D410";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35257000";"Samsung";"SGH-D410";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35257100";"CECT";"F16";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35257102";"SonyEricsson";"K660i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";
"'35257200";"Pantech";"G310";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35257300";"Pantech";"ZEUS G510";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'35257401";"Samsung";"SGH-X520";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
