"tac";"handset_brand";"handset_model";"reporting_body";"approved_in";"gsm450";"gsm850";"gsm900";"gsm1800";"gsm1900";"gsmr";"gsm3";"foma";"iden800";"cdma800";"cdma1800";"cdma1900";"tdma";"satellite";
"'332207";"Trium";"Neptune";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332208";"Sagem";"M413SP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332209";"Sagem";"M413SP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332210";"Sagem";"M413SP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332211";"Sagem";"M412PP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332212";"Sagem";"M412PP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332214";"Sagem";"M412SP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332215";"Sagem";"M412P";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332216";"Sagem";"M412SP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332217";"Sagem";"MR940";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332218";"Sagem";"M51";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332219";"Sagem";"MC3000";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332220";"Sagem";"MC3020";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332221";"Sagem";"MW3020";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332222";"Sagem";"MW956";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332223";"Sagem";"MW952";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332224";"Sagem";"MW950";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332225";"Sagem";"MW959";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332226";"Sagem";"MW970";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332227";"Sagem";"MW972";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332228";"Sagem";"MW976";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332229";"Sagem";"MW979";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332230";"Sagem";"WA3050";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332231";"Sagem";"WA3020";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332232";"Sagem";"MD958";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332233";"Sagem";"MD958";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332234";"Sagem";"MD958";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332235";"Sagem";"MD958";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332236";"Sagem";"MD958";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332237";"Sagem";"MD958";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332238";"Sagem";"M422SP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332239";"Sagem";"M422SB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332240";"Sagem";"M422PP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332241";"Sagem";"M422PLP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332242";"Sagem";"M422PLB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332243";"Sagem";"M422FP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332244";"Sagem";"M422FB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332245";"Sagem";"MW988";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332246";"Sagem";"GD950";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332247";"Sagem";"G950";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332248";"Sagem";"GD920";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332249";"Sagem";"G920";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332250";"Sagem";"M413P-P";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332251";"Sagem";"G422FB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332252";"Sagem";"G422FB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332253";"Sagem";"G422FP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332254";"Sagem";"G422FP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332255";"Sagem";"G422PL-P";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332256";"Sagem";"G422PL-P";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332257";"Sagem";"G422PL-B";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332258";"Sagem";"G422PL-B";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332259";"Sagem";"G422SP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332260";"Sagem";"G422SP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332261";"Sagem";"G422SB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332262";"Sagem";"G422SB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332263";"Sagem";"G422P-P";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332264";"Sagem";"G422P-P";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332265";"Sagem";"M42FB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332266";"Sagem";"M42FP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332267";"Sagem";"M42SP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332268";"Sagem";"M42SB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332269";"Sagem";"M42PP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332270";"Sagem";"M42PLB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332271";"Sagem";"M42PLP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332272";"Mitsubishi";"MT750";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332273";"Sagem";"M42PB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332274";"Sagem";"M42SP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332275";"Sagem";"M42PLP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332276";"Sagem";"M42PLB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332277";"Sagem";"M42PP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332278";"Sagem";"M42FP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332279";"Sagem";"M42FB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332280";"Sagem";"M42SB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332281";"Sagem";"RT30";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332282";"Sagem";"MW952";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332283";"Sagem";"MW932";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332284";"Alcatel";"One Touch 310 / 311";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332285";"Alcatel";"One Touch 310 / 311";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332286";"Alcatel";"One Touch 310 / 311";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332287";"Alcatel";"One Touch 310 / 311";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332288";"Alcatel";"One Touch 310 / 311";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332289";"Alcatel";"One Touch";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332290";"Alcatel";"One Touch 511";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332291";"Alcatel";"One Touch";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332292";"Alcatel";"One Touch 511";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332293";"Alcatel";"One Touch 512";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332294";"Alcatel";"One Touch";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332295";"Alcatel";"One Touch";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332296";"Sagem";"M42PP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332297";"Sagem";"M42PLB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332298";"Sagem";"M42PLP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332299";"Sagem";"M42SP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332300";"Sagem";"M42SB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332301";"Sagem";"M42FB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332302";"Sagem";"M42FP";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332303";"Sagem";"M42PB";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332304";"Sagem";"MW3026";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332305";"Sagem";"MC3016";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332306";"Sagem";"MC3006";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332307";"Sagem";"MW3046";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332308";"Zhong Ling Modern";"MT 345";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332309";"Sagem";"MXWi";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332310";"Sagem";"M51-6";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332311";"Sagem";"MW3036E";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332312";"Sagem";"MC3010";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332313";"Sagem";"MW3040";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332314";"Sagem";"M51-2";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332315";"Sagem";"MC3002";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332316";"Sagem";"MC3012";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332317";"Sagem";"MW3022";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332318";"Sagem";"MW3042";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332319";"Mitsubishi";"MT550";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332320";"Sagem";"M52";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332321";"Sagem";"MW3030";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332322";"Sagem";"MW3032";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332323";"Sagem";"MW3036";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332324";"Sagem";"MW3050";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332325";"Sagem";"MW3052";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332326";"Sagem";"MW3056";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332327";"Sagem";"IMAGE";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'332350";"Radius";"RadiusOne";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'333000";"Sagem";"T412P-P";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'333001";"Sagem";"T412S-P";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'333002";"Sagem";"T412F-P";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'333003";"Sagem";"T412S-B";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'333004";"Sagem";"T412F-B";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'335313";"Samsung";"SGH-D520 / D528";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";
"'335337";"Nokia";"2650";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'335376";"Nokia";"6600";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'335377";"Nokia";"6100";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'335486";"Nokia";"3310";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'336224";"Sagem";"MyX-T";"Directorate General of Posts and Telecommunications (DGTP)";"France";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350000";"Xiamen";"X936";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350001";"Nokia";"6250";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350002";"Nokia";"TU-8";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350003";"Nokia";"8890";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350004";"Nokia";"6091";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350005";"Nokia";"3310";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350006";"Nokia";"8250";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350007";"Nokia";"5110i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350008";"Nokia";"5110i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350009";"Nokia";"5110";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350010";"Nokia";"5110i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350011";"Eastcom";"Helium";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350012";"Kapsch";"GSM-R MT";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";
"'350013";"Kapsch";"GSM-R MT";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";
"'350014";"MIKOM";"MO4000";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350015";"Benefon";"Esc!";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350016";"Siemens";"SL42 LAG";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350017";"Siemens";"U3588 / 6686i";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350018";"Telular";"TC-2201";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350019";"Siemens";"A35 / A36 / A40 / B35N";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350020";"Siemens";"A35 / A36 / A40 / B35N";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350021";"Siemens";"A35 / A36 / A40 / B35N";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350022";"Siemens";"A35 / A36 / A40 / B35N";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350023";"Maxon";"MX6811A";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350024";"Maxon";"MX6810B";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"'350025";"Maxon";"MX6810A";"British Approvals Board of Telecommunications (BABT)";"Europe";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
